table_name,column_name,data_type,is_nullable,is_primary_key,is_shadow_key,semantic_concept
OPERATION_AUDIT,RESULT_DETAIL,NVARCHAR(60),True,False,,
OPERATION_AUDIT,SUPPLY_TYPE,NVARCHAR(2),True,False,,
OPERATION_AUDIT,SUPPLY_BASE_ID,NVARCHAR(30),True,False,,
OPERATION_AUDIT,SUPPLY_LOT_ID,NVARCHAR(3),True,False,,
OPERATION_AUDIT,SUPPLY_SPLIT_ID,NVARCHAR(3),True,False,,
OPERATION_AUDIT,SUPPLY_SUB_ID,NVARCHAR(3),True,False,,
OPERATION_AUDIT,SUPPLY_SEQ_NO,int,True,False,,
OPERATION_AUDIT,SUPPLY_NO,int,True,False,,
OPERATION_AUDIT,PART_ID,NVARCHAR(30),True,False,,
OPERATION_BINARY,ROWID,int,True,False,,
OPERATION_BINARY,WORKORDER_TYPE,NCHAR(1),False,True,,
OPERATION_BINARY,WORKORDER_BASE_ID,NVARCHAR(30),False,True,,
OPERATION_BINARY,WORKORDER_LOT_ID,NVARCHAR(3),False,True,,
OPERATION_BINARY,WORKORDER_SPLIT_ID,NVARCHAR(3),False,True,,
OPERATION_BINARY,WORKORDER_SUB_ID,NVARCHAR(3),False,True,,
OPERATION_BINARY,SEQUENCE_NO,smallint,False,True,,
OPERATION_BINARY,TYPE,NCHAR(1),False,True,,
OPERATION_BINARY,BITS,image,True,False,,
OPERATION_BINARY,BITS_LENGTH,int,False,False,,
OPERATION_RESOURCE,ROWID,int,True,False,,
OPERATION_RESOURCE,WORKORDER_TYPE,NCHAR(1),False,True,,
OPERATION_RESOURCE,WORKORDER_BASE_ID,NVARCHAR(30),False,True,,
OPERATION_RESOURCE,WORKORDER_LOT_ID,NVARCHAR(3),False,True,,
OPERATION_RESOURCE,WORKORDER_SPLIT_ID,NVARCHAR(3),False,True,,
OPERATION_RESOURCE,WORKORDER_SUB_ID,NVARCHAR(3),False,True,,
OPERATION_RESOURCE,SEQUENCE_NO,smallint,False,True,,
OPERATION_RESOURCE,RESOURCE_ID,NVARCHAR(15),False,True,,
OPERATION_RESOURCE,TYPE,NCHAR(1),False,False,,
OPERATION_RESOURCE,PERCENT_DURATION,smallint,True,False,,
OPERATION_RESOURCE,JUSTIFICATION,NCHAR(1),False,False,,
OPERATION_RESOURCE,SCHEDULE_TYPE,smallint,True,False,,
OPERATION_RESOURCE,MIN_SEGMENT_SIZE,"DECIMAL(14,2)",True,False,,
OPERATION_RESOURCE,NUM_MEM_TO_SCHED,smallint,True,False,,
OPERATION_RESOURCE,SCHED_EQUAL_CAP,NCHAR(1),True,False,,
OPERATION_RESOURCE,SCHED_START_DATE,datetime,True,False,,
OPERATION_RESOURCE,SCHED_FINISH_DATE,datetime,True,False,,
OPERATION_RESOURCE,SCHED_CAPACITY_USAGE,int,True,False,,
OPERATION_RESOURCE_DISPATCH,ROWID,int,True,False,,
OPERATION_RESOURCE_DISPATCH,WORKORDER_TYPE,NCHAR(1),False,True,,
OPERATION_RESOURCE_DISPATCH,WORKORDER_BASE_ID,NVARCHAR(30),False,True,,
OPERATION_RESOURCE_DISPATCH,WORKORDER_LOT_ID,NVARCHAR(3),False,True,,
OPERATION_RESOURCE_DISPATCH,WORKORDER_SPLIT_ID,NVARCHAR(3),False,True,,
OPERATION_RESOURCE_DISPATCH,WORKORDER_SUB_ID,NVARCHAR(3),False,True,,
OPERATION_RESOURCE_DISPATCH,SEQUENCE_NO,smallint,False,True,,
OPERATION_RESOURCE_DISPATCH,RESOURCE_ID,NVARCHAR(15),False,True,,
OPERATION_RESOURCE_DISPATCH,DISPATCH_SEQUENCE,int,False,False,,
OPERATION_SCHED,ROWID,int,True,False,,
OPERATION_SCHED,SCHEDULE_ID,NVARCHAR(15),False,True,,
OPERATION_SCHED,WORKORDER_TYPE,NCHAR(1),False,True,,
OPERATION_SCHED,WORKORDER_BASE_ID,NVARCHAR(30),False,True,,
OPERATION_SCHED,WORKORDER_LOT_ID,NVARCHAR(3),False,True,,
OPERATION_SCHED,WORKORDER_SPLIT_ID,NVARCHAR(3),False,True,,
OPERATION_SCHED,WORKORDER_SUB_ID,NVARCHAR(3),False,True,,
OPERATION_SCHED,SEQUENCE_NO,int,False,True,,
OPERATION_SCHED,RESOURCE_ID,NVARCHAR(15),False,True,,
OPERATION_SCHED,UNIT_ASSIGNED,int,False,True,,
OPERATION_SCHED,START_DATE,datetime,True,False,,
OPERATION_SCHED,COULD_START_DATE,datetime,True,False,,
OPERATION_SCHED,FINISH_DATE,datetime,True,False,,
OPERATION_SCHED,COULD_FINISH_DATE,datetime,True,False,,
OPERATION_SCHED,ISDETERMINANT,NCHAR(1),False,False,,
OPERATION_SCHED,DIRECTION,NCHAR(1),False,False,,
OPERATION_SCHED,DELAY_REASON,NVARCHAR(60),True,False,,
OPERATION_SCHED,USER_START_DATE,datetime,True,False,,
OPERATION_SCHED,USER_FINISH_DATE,datetime,True,False,,
OPERATION_SCHED,SCHED_RESOURCE_ID,NVARCHAR(15),True,False,,
OPERATION_SCHED,IS_CONCURRENT,NCHAR(1),True,False,,
OPERATION_SCHED,GROUP_RESOURCE_ID,NVARCHAR(15),True,False,,
OPERATION_SCHED,ORG_RESOURCE_ID,NVARCHAR(15),True,False,,
OPERATION_SCHED,ACT_MIN_MOVE_QTY,int,True,False,,
OPERATION_SCHED,SETUP_HOURS,"DECIMAL(14,2)",True,False,,
OPERATION_SCHED,RUN_HOURS,"DECIMAL(14,2)",True,False,,
OPERATION_SCHED,PROBLEM_CODE,int,True,False,,
OPERATION_SCHED,DISPATCH_SEQUENCE,int,False,False,,
OPERATION_SUMMARY,ROWID,int,True,False,,
OPERATION_SUMMARY,SPID,NVARCHAR(15),False,True,,
OPERATION_SUMMARY,WORKORDER_TYPE,NCHAR(1),False,True,,
OPERATION_SUMMARY,WORKORDER_BASE_ID,NVARCHAR(30),False,True,,
OPERATION_SUMMARY,WORKORDER_LOT_ID,NVARCHAR(3),False,True,,
OPERATION_SUMMARY,WORKORDER_SPLIT_ID,NVARCHAR(3),False,True,,
OPERATION_SUMMARY,WORKORDER_SUB_ID,NVARCHAR(3),False,True,,
OPERATION_SUMMARY,SEQUENCE_NO,smallint,False,True,,
OPERATION_SUMMARY,EST_ATL_LAB_COST,"DECIMAL(23,8)",False,False,,
OPERATION_SUMMARY,EST_ATL_BUR_COST,"DECIMAL(23,8)",False,False,,
OPERATION_SUMMARY,EST_ATL_SER_COST,"DECIMAL(23,8)",False,False,,
OPERATION_SUMMARY,REM_ATL_LAB_COST,"DECIMAL(23,8)",False,False,,
OPERATION_SUMMARY,REM_ATL_BUR_COST,"DECIMAL(23,8)",False,False,,
OPERATION_SUMMARY,REM_ATL_SER_COST,"DECIMAL(23,8)",False,False,,
OPERATION_SUMMARY,RUN_HRS,"DECIMAL(7,2)",True,False,,
OPERATION_SUMMARY,STATUS,NCHAR(1),True,False,,
OPERATION_SUMMARY,SETUP_COMPLETED,NCHAR(1),True,False,,
OPERATION_TYPE,ROWID,int,True,False,,
OPERATION_TYPE,ID,NVARCHAR(15),False,True,,
OPERATION_TYPE,DESCRIPTION,NVARCHAR(40),True,False,,
OPERATION_TYPE,RESOURCE_ID,NVARCHAR(15),True,False,,
OPERATION_TYPE,SETUP_HRS,"DECIMAL(6,3)",True,False,,
OPERATION_TYPE,RUN,"DECIMAL(20,8)",True,False,,
OPERATION_TYPE,RUN_TYPE,NCHAR(15),True,False,,
OPERATION_TYPE,LOAD_SIZE_QTY,"DECIMAL(20,8)",True,False,,
OPERATION_TYPE,MOVE_HRS,"DECIMAL(6,3)",True,False,,
OPERATION_TYPE,SERVICE_ID,NVARCHAR(15),True,False,,
OPERATION_TYPE,TRANSIT_DAYS,"DECIMAL(6,3)",True,False,,
OPERATION_TYPE,SCRAP_YIELD_PCT,"DECIMAL(5,2)",True,False,,
OPERATION_TYPE,SCRAP_YIELD_TYPE,NCHAR(1),True,False,,
OPERATION_TYPE,FIXED_SCRAP_UNITS,"DECIMAL(20,8)",True,False,,
OPERATION_TYPE,MINIMUM_MOVE_QTY,"DECIMAL(20,8)",True,False,,
OPERATION_TYPE,CALC_START_QTY,"DECIMAL(20,8)",True,False,,
OPERATION_TYPE,CALC_END_QTY,"DECIMAL(20,8)",True,False,,
OPERATION_TYPE,OVERRIDE_QTYS,NCHAR(1),True,False,,
OPERATION_TYPE,BEGIN_TRACEABILITY,NCHAR(1),True,False,,
OPERATION_TYPE,TEST_ID,NVARCHAR(15),True,False,,
OPERATION_TYPE,SETUP_COST_PER_HR,"DECIMAL(22,8)",True,False,,
OPERATION_TYPE,RUN_COST_PER_HR,"DECIMAL(22,8)",True,False,,
OPERATION_TYPE,BUR_PER_HR_SETUP,"DECIMAL(22,8)",True,False,,
OPERATION_TYPE,BUR_PER_HR_RUN,"DECIMAL(22,8)",True,False,,
OPERATION_TYPE,SERVICE_BASE_CHG,"DECIMAL(23,8)",True,False,,
OPERATION_TYPE,BUR_PERCENT_SETUP,"DECIMAL(6,3)",True,False,,
OPERATION_TYPE,BUR_PERCENT_RUN,"DECIMAL(6,3)",True,False,,
OPERATION_TYPE,BUR_PER_OPERATION,"DECIMAL(23,8)",True,False,,
OPERATION_TYPE,CAPACITY_USAGE_MAX,smallint,True,False,,
OPERATION_TYPE,CAPACITY_USAGE_MIN,smallint,True,False,,
OPERATION_TYPE,SCHEDULE_TYPE,smallint,True,False,,
OPERATION_TYPE,MIN_SEGMENT_SIZE,"DECIMAL(14,2)",True,False,,
OPERATION_TYPE,SERVICE_MIN_CHG,"DECIMAL(23,8)",True,False,,
OPERATION_TYPE,VENDOR_ID,NVARCHAR(15),True,False,,
OPERATION_TYPE,VENDOR_SERVICE_ID,NVARCHAR(30),True,False,,
OPERATION_TYPE,SERVICE_PART_ID,NVARCHAR(30),True,False,,
OPERATION_TYPE,BUR_PER_UNIT_RUN,"DECIMAL(22,8)",True,False,,
OPERATION_TYPE,RUN_COST_PER_UNIT,"DECIMAL(22,8)",True,False,,
OPERATION_TYPE,SITE_ID,NVARCHAR(15),False,True,,
