schedule_id,line_id,product_id,scheduled_date,shift,planned_quantity,actual_quantity,completion_rate,status,created_date
42,11,38,2024-01-08,Swing,358,333,93.0,Completed,2024-01-08 00:00:00
43,13,5,2024-01-08,Swing,134,122,91.0,In Progress,2024-01-08 00:00:00
44,15,38,2024-01-08,Night,60,51,85.0,Scheduled,2024-01-08 00:00:00
45,18,49,2024-01-08,Night,287,278,96.9,Delayed,2024-01-08 00:00:00
46,9,67,2024-01-09,Day,352,318,90.3,Scheduled,2024-01-09 00:00:00
47,8,52,2024-01-09,Day,56,57,101.8,Completed,2024-01-09 00:00:00
48,15,60,2024-01-09,Day,77,79,102.6,Completed,2024-01-09 00:00:00
49,8,84,2024-01-09,Swing,277,262,94.6,In Progress,2024-01-09 00:00:00
50,20,26,2024-01-09,Day,343,353,102.9,Completed,2024-01-09 00:00:00
51,4,10,2024-01-09,Swing,277,264,95.3,Completed,2024-01-09 00:00:00
52,14,7,2024-01-09,Day,343,339,98.8,In Progress,2024-01-09 00:00:00
53,3,35,2024-01-10,Swing,62,54,87.1,In Progress,2024-01-10 00:00:00
54,12,43,2024-01-10,Night,94,97,103.2,Scheduled,2024-01-10 00:00:00
55,8,30,2024-01-10,Night,279,252,90.3,Delayed,2024-01-10 00:00:00
56,14,90,2024-01-10,Swing,205,201,98.0,In Progress,2024-01-10 00:00:00
57,4,62,2024-01-10,Night,132,118,89.4,Completed,2024-01-10 00:00:00
58,8,47,2024-01-10,Day,469,418,89.1,Completed,2024-01-10 00:00:00
59,2,40,2024-01-10,Night,498,516,103.6,Delayed,2024-01-10 00:00:00
60,13,45,2024-01-11,Day,142,131,92.3,Scheduled,2024-01-11 00:00:00
61,20,62,2024-01-11,Night,417,363,87.1,Scheduled,2024-01-11 00:00:00
62,15,28,2024-01-11,Night,170,148,87.1,In Progress,2024-01-11 00:00:00
63,5,35,2024-01-11,Night,440,411,93.4,Scheduled,2024-01-11 00:00:00
64,7,96,2024-01-11,Night,417,414,99.3,In Progress,2024-01-11 00:00:00
65,11,85,2024-01-11,Day,483,461,95.4,Delayed,2024-01-11 00:00:00
66,13,71,2024-01-11,Swing,128,130,101.6,Completed,2024-01-11 00:00:00
67,8,36,2024-01-12,Night,409,354,86.6,Completed,2024-01-12 00:00:00
68,16,78,2024-01-12,Swing,455,398,87.5,Scheduled,2024-01-12 00:00:00
69,12,47,2024-01-12,Night,67,62,92.5,Completed,2024-01-12 00:00:00
70,11,60,2024-01-12,Night,294,301,102.4,Completed,2024-01-12 00:00:00
71,4,50,2024-01-12,Day,110,112,101.8,In Progress,2024-01-12 00:00:00
72,19,72,2024-01-13,Night,251,248,98.8,Completed,2024-01-13 00:00:00
73,9,51,2024-01-13,Swing,498,460,92.4,Scheduled,2024-01-13 00:00:00
74,18,89,2024-01-13,Night,156,158,101.3,Scheduled,2024-01-13 00:00:00
75,11,47,2024-01-14,Swing,102,105,102.9,Completed,2024-01-14 00:00:00
76,20,92,2024-01-14,Day,483,494,102.3,In Progress,2024-01-14 00:00:00
77,4,93,2024-01-14,Night,388,340,87.6,Scheduled,2024-01-14 00:00:00
78,5,47,2024-01-15,Swing,432,417,96.5,Completed,2024-01-15 00:00:00
79,2,43,2024-01-15,Day,359,365,101.7,Delayed,2024-01-15 00:00:00
80,2,1,2024-01-15,Day,138,128,92.8,Completed,2024-01-15 00:00:00
81,4,86,2024-01-15,Night,451,469,104.0,Completed,2024-01-15 00:00:00
82,14,10,2024-01-15,Swing,92,93,101.1,Completed,2024-01-15 00:00:00
83,7,72,2024-01-15,Swing,483,467,96.7,In Progress,2024-01-15 00:00:00
84,3,18,2024-01-16,Day,369,359,97.3,Completed,2024-01-16 00:00:00
85,18,66,2024-01-16,Day,50,42,84.0,Completed,2024-01-16 00:00:00
86,13,74,2024-01-16,Night,321,327,101.9,Completed,2024-01-16 00:00:00
87,18,52,2024-01-16,Swing,441,434,98.4,Completed,2024-01-16 00:00:00
88,7,10,2024-01-16,Day,150,147,98.0,In Progress,2024-01-16 00:00:00
89,4,64,2024-01-16,Night,390,351,90.0,Scheduled,2024-01-16 00:00:00
90,14,47,2024-01-16,Swing,371,333,89.8,Scheduled,2024-01-16 00:00:00
91,5,10,2024-01-16,Night,85,82,96.5,Delayed,2024-01-16 00:00:00
92,14,28,2024-01-17,Day,499,438,87.8,Delayed,2024-01-17 00:00:00
93,10,16,2024-01-17,Swing,422,441,104.5,Scheduled,2024-01-17 00:00:00
94,8,4,2024-01-17,Day,82,80,97.6,Completed,2024-01-17 00:00:00
95,4,89,2024-01-17,Night,261,235,90.0,Scheduled,2024-01-17 00:00:00
96,7,41,2024-01-18,Night,172,160,93.0,Delayed,2024-01-18 00:00:00
97,15,56,2024-01-18,Swing,352,303,86.1,Completed,2024-01-18 00:00:00
98,8,74,2024-01-18,Night,478,429,89.7,Completed,2024-01-18 00:00:00
99,8,85,2024-01-18,Day,415,400,96.4,In Progress,2024-01-18 00:00:00
100,18,20,2024-01-18,Night,121,121,100.0,Scheduled,2024-01-18 00:00:00
101,4,23,2024-01-18,Swing,462,434,93.9,Delayed,2024-01-18 00:00:00
102,9,78,2024-01-18,Night,173,163,94.2,Delayed,2024-01-18 00:00:00
103,6,41,2024-01-19,Day,482,492,102.1,Delayed,2024-01-19 00:00:00
104,9,39,2024-01-19,Night,262,262,100.0,Delayed,2024-01-19 00:00:00
105,8,96,2024-01-19,Night,192,192,100.0,Scheduled,2024-01-19 00:00:00
106,18,56,2024-01-19,Night,442,437,98.9,Completed,2024-01-19 00:00:00
107,4,10,2024-01-19,Swing,496,518,104.4,Completed,2024-01-19 00:00:00
108,1,78,2024-01-20,Night,73,68,93.2,Delayed,2024-01-20 00:00:00
109,16,62,2024-01-20,Day,62,56,90.3,In Progress,2024-01-20 00:00:00
110,20,87,2024-01-20,Night,212,209,98.6,Completed,2024-01-20 00:00:00
111,13,90,2024-01-20,Day,444,434,97.7,Scheduled,2024-01-20 00:00:00
112,2,22,2024-01-21,Swing,295,305,103.4,Delayed,2024-01-21 00:00:00
113,1,92,2024-01-21,Night,100,98,98.0,In Progress,2024-01-21 00:00:00
114,15,22,2024-01-21,Day,249,259,104.0,Scheduled,2024-01-21 00:00:00
115,13,51,2024-01-21,Night,141,144,102.1,Completed,2024-01-21 00:00:00
116,11,66,2024-01-21,Swing,160,140,87.5,Completed,2024-01-21 00:00:00
117,6,80,2024-01-21,Swing,324,327,100.9,In Progress,2024-01-21 00:00:00
118,19,63,2024-01-21,Swing,386,375,97.2,Completed,2024-01-21 00:00:00
119,19,26,2024-01-22,Night,283,295,104.2,In Progress,2024-01-22 00:00:00
120,11,98,2024-01-22,Swing,300,306,102.0,Completed,2024-01-22 00:00:00
121,5,33,2024-01-22,Night,338,352,104.1,Scheduled,2024-01-22 00:00:00
122,3,9,2024-01-22,Swing,187,184,98.4,Completed,2024-01-22 00:00:00
123,15,2,2024-01-22,Day,250,260,104.0,Delayed,2024-01-22 00:00:00
124,12,51,2024-01-22,Night,267,234,87.6,Scheduled,2024-01-22 00:00:00
125,4,21,2024-01-22,Swing,491,459,93.5,Delayed,2024-01-22 00:00:00
126,6,27,2024-01-22,Day,199,198,99.5,Completed,2024-01-22 00:00:00
127,13,32,2024-01-23,Day,328,281,85.7,Delayed,2024-01-23 00:00:00
128,6,81,2024-01-23,Swing,408,358,87.7,Delayed,2024-01-23 00:00:00
129,8,22,2024-01-23,Day,121,115,95.0,Completed,2024-01-23 00:00:00
130,17,26,2024-01-24,Day,399,396,99.2,Completed,2024-01-24 00:00:00
131,14,46,2024-01-24,Swing,375,351,93.6,Delayed,2024-01-24 00:00:00
132,1,61,2024-01-24,Day,228,200,87.7,Completed,2024-01-24 00:00:00
133,1,71,2024-01-24,Swing,82,79,96.3,Completed,2024-01-24 00:00:00
134,3,56,2024-01-24,Night,328,309,94.2,Completed,2024-01-24 00:00:00
135,14,98,2024-01-24,Day,300,291,97.0,Scheduled,2024-01-24 00:00:00
136,11,46,2024-01-25,Swing,83,73,88.0,Completed,2024-01-25 00:00:00
137,1,47,2024-01-25,Day,400,396,99.0,Completed,2024-01-25 00:00:00
138,10,89,2024-01-25,Night,312,272,87.2,In Progress,2024-01-25 00:00:00
139,14,23,2024-01-25,Day,413,361,87.4,Completed,2024-01-25 00:00:00
140,1,58,2024-01-25,Day,56,49,87.5,Completed,2024-01-25 00:00:00
141,17,30,2024-01-26,Day,214,183,85.5,Completed,2024-01-26 00:00:00
142,5,82,2024-01-26,Swing,392,354,90.3,Completed,2024-01-26 00:00:00
143,7,74,2024-01-26,Day,283,259,91.5,Scheduled,2024-01-26 00:00:00
144,18,4,2024-01-26,Night,442,426,96.4,Completed,2024-01-26 00:00:00
145,4,55,2024-01-27,Swing,413,383,92.7,Delayed,2024-01-27 00:00:00
146,16,94,2024-01-27,Night,247,251,101.6,In Progress,2024-01-27 00:00:00
147,1,33,2024-01-27,Swing,54,48,88.9,In Progress,2024-01-27 00:00:00
148,1,50,2024-01-27,Day,179,154,86.0,Scheduled,2024-01-27 00:00:00
149,15,1,2024-01-27,Day,250,225,90.0,Delayed,2024-01-27 00:00:00
150,11,71,2024-01-27,Day,197,178,90.4,Completed,2024-01-27 00:00:00
151,16,53,2024-01-28,Swing,423,415,98.1,Completed,2024-01-28 00:00:00
152,6,67,2024-01-28,Day,347,360,103.7,Delayed,2024-01-28 00:00:00
153,4,46,2024-01-28,Day,116,105,90.5,In Progress,2024-01-28 00:00:00
154,20,53,2024-01-28,Night,468,399,85.3,Delayed,2024-01-28 00:00:00
155,7,16,2024-01-28,Swing,411,383,93.2,Completed,2024-01-28 00:00:00
156,8,90,2024-01-29,Day,219,202,92.2,Completed,2024-01-29 00:00:00
157,18,7,2024-01-29,Swing,388,391,100.8,Delayed,2024-01-29 00:00:00
158,15,83,2024-01-29,Swing,478,458,95.8,In Progress,2024-01-29 00:00:00
159,9,95,2024-01-29,Day,170,156,91.8,In Progress,2024-01-29 00:00:00
160,6,44,2024-01-29,Night,304,318,104.6,Completed,2024-01-29 00:00:00
161,4,12,2024-01-29,Day,355,327,92.1,In Progress,2024-01-29 00:00:00
162,11,41,2024-01-29,Night,447,394,88.1,Scheduled,2024-01-29 00:00:00
163,15,91,2024-01-29,Night,477,422,88.5,Delayed,2024-01-29 00:00:00
164,8,11,2024-01-30,Swing,140,130,92.9,In Progress,2024-01-30 00:00:00
165,8,3,2024-01-30,Swing,322,311,96.6,In Progress,2024-01-30 00:00:00
166,17,1,2024-01-30,Night,460,474,103.0,Delayed,2024-01-30 00:00:00
167,18,56,2024-01-30,Day,291,254,87.3,In Progress,2024-01-30 00:00:00
168,6,78,2024-01-30,Day,473,487,103.0,In Progress,2024-01-30 00:00:00
169,10,85,2024-01-30,Night,409,374,91.4,In Progress,2024-01-30 00:00:00
170,2,42,2024-01-30,Night,355,364,102.5,In Progress,2024-01-30 00:00:00
171,15,64,2024-01-31,Night,258,242,93.8,Delayed,2024-01-31 00:00:00
172,7,58,2024-01-31,Night,486,421,86.6,Delayed,2024-01-31 00:00:00
173,10,98,2024-01-31,Swing,164,140,85.4,Scheduled,2024-01-31 00:00:00
174,15,33,2024-01-31,Swing,260,271,104.2,Completed,2024-01-31 00:00:00
175,1,71,2024-01-31,Night,94,98,104.3,In Progress,2024-01-31 00:00:00
176,2,97,2024-01-31,Day,321,309,96.3,In Progress,2024-01-31 00:00:00
177,6,24,2024-01-31,Day,387,400,103.4,Completed,2024-01-31 00:00:00
178,20,100,2024-02-01,Swing,244,242,99.2,Completed,2024-02-01 00:00:00
179,7,35,2024-02-01,Swing,53,54,101.9,Scheduled,2024-02-01 00:00:00
180,5,86,2024-02-01,Night,398,397,99.7,Delayed,2024-02-01 00:00:00
181,8,1,2024-02-01,Night,314,303,96.5,Scheduled,2024-02-01 00:00:00
182,4,96,2024-02-02,Day,249,256,102.8,Delayed,2024-02-02 00:00:00
183,16,74,2024-02-02,Night,359,359,100.0,Completed,2024-02-02 00:00:00
184,11,90,2024-02-02,Swing,288,250,86.8,Completed,2024-02-02 00:00:00
185,8,28,2024-02-02,Night,450,459,102.0,Scheduled,2024-02-02 00:00:00
186,17,87,2024-02-02,Swing,433,414,95.6,Completed,2024-02-02 00:00:00
187,18,79,2024-02-03,Night,237,236,99.6,Scheduled,2024-02-03 00:00:00
188,18,99,2024-02-03,Swing,312,305,97.8,Completed,2024-02-03 00:00:00
189,8,7,2024-02-03,Night,344,324,94.2,Delayed,2024-02-03 00:00:00
190,16,31,2024-02-03,Swing,54,52,96.3,Delayed,2024-02-03 00:00:00
191,20,94,2024-02-03,Night,195,189,96.9,In Progress,2024-02-03 00:00:00
192,15,88,2024-02-03,Night,450,407,90.4,In Progress,2024-02-03 00:00:00
193,9,15,2024-02-03,Day,495,499,100.8,Scheduled,2024-02-03 00:00:00
194,6,96,2024-02-04,Swing,347,357,102.9,Completed,2024-02-04 00:00:00
195,11,37,2024-02-04,Night,247,241,97.6,Completed,2024-02-04 00:00:00
196,12,73,2024-02-04,Day,202,202,100.0,Scheduled,2024-02-04 00:00:00
197,9,32,2024-02-04,Swing,65,67,103.1,Delayed,2024-02-04 00:00:00
198,7,79,2024-02-04,Night,383,395,103.1,In Progress,2024-02-04 00:00:00
199,19,95,2024-02-04,Day,370,361,97.6,Scheduled,2024-02-04 00:00:00
200,14,47,2024-02-05,Night,410,412,100.5,In Progress,2024-02-05 00:00:00
201,8,87,2024-02-05,Swing,280,266,95.0,In Progress,2024-02-05 00:00:00
202,18,10,2024-02-05,Swing,263,258,98.1,Scheduled,2024-02-05 00:00:00
203,7,40,2024-02-05,Night,319,290,90.9,Completed,2024-02-05 00:00:00
204,7,8,2024-02-05,Swing,300,305,101.7,Completed,2024-02-05 00:00:00
205,15,60,2024-02-05,Swing,462,456,98.7,Completed,2024-02-05 00:00:00
206,7,41,2024-02-05,Night,500,517,103.4,Completed,2024-02-05 00:00:00
207,17,69,2024-02-06,Day,370,314,84.9,Scheduled,2024-02-06 00:00:00
208,7,26,2024-02-06,Night,348,306,87.9,Delayed,2024-02-06 00:00:00
209,8,25,2024-02-06,Swing,214,193,90.2,Delayed,2024-02-06 00:00:00
210,5,71,2024-02-06,Swing,350,339,96.9,Completed,2024-02-06 00:00:00
211,3,98,2024-02-06,Day,422,374,88.6,Scheduled,2024-02-06 00:00:00
212,15,31,2024-02-06,Swing,211,187,88.6,In Progress,2024-02-06 00:00:00
213,20,58,2024-02-06,Day,464,405,87.3,In Progress,2024-02-06 00:00:00
214,7,18,2024-02-06,Day,354,349,98.6,Completed,2024-02-06 00:00:00
215,10,55,2024-02-07,Night,296,280,94.6,In Progress,2024-02-07 00:00:00
216,12,41,2024-02-07,Swing,67,64,95.5,In Progress,2024-02-07 00:00:00
217,2,20,2024-02-07,Day,405,380,93.8,Completed,2024-02-07 00:00:00
218,9,10,2024-02-07,Day,260,226,86.9,Scheduled,2024-02-07 00:00:00
219,12,73,2024-02-07,Swing,208,187,89.9,Scheduled,2024-02-07 00:00:00
220,4,71,2024-02-08,Night,106,106,100.0,Completed,2024-02-08 00:00:00
221,5,62,2024-02-08,Night,389,377,96.9,Completed,2024-02-08 00:00:00
222,1,57,2024-02-08,Night,481,449,93.3,Scheduled,2024-02-08 00:00:00
223,6,20,2024-02-08,Night,102,105,102.9,Completed,2024-02-08 00:00:00
224,1,47,2024-02-08,Swing,385,381,99.0,In Progress,2024-02-08 00:00:00
225,12,32,2024-02-08,Night,195,182,93.3,Completed,2024-02-08 00:00:00
226,11,75,2024-02-09,Swing,239,220,92.1,Completed,2024-02-09 00:00:00
227,7,91,2024-02-09,Swing,114,119,104.4,Scheduled,2024-02-09 00:00:00
228,16,99,2024-02-09,Night,53,50,94.3,Delayed,2024-02-09 00:00:00
229,7,30,2024-02-09,Night,460,452,98.3,Completed,2024-02-09 00:00:00
230,7,74,2024-02-09,Night,299,278,93.0,Delayed,2024-02-09 00:00:00
231,14,5,2024-02-10,Day,184,181,98.4,Delayed,2024-02-10 00:00:00
232,8,52,2024-02-10,Night,141,139,98.6,Scheduled,2024-02-10 00:00:00
233,5,55,2024-02-10,Night,419,411,98.1,Completed,2024-02-10 00:00:00
234,2,73,2024-02-11,Swing,401,355,88.5,In Progress,2024-02-11 00:00:00
235,13,14,2024-02-11,Swing,222,218,98.2,Delayed,2024-02-11 00:00:00
236,15,4,2024-02-11,Night,69,64,92.8,Completed,2024-02-11 00:00:00
237,6,5,2024-02-11,Day,224,220,98.2,Completed,2024-02-11 00:00:00
238,10,79,2024-02-12,Day,484,431,89.0,Scheduled,2024-02-12 00:00:00
239,6,15,2024-02-12,Swing,273,264,96.7,Completed,2024-02-12 00:00:00
240,7,88,2024-02-12,Day,422,364,86.3,Completed,2024-02-12 00:00:00
241,3,95,2024-02-12,Night,351,349,99.4,Completed,2024-02-12 00:00:00
242,20,19,2024-02-12,Day,345,356,103.2,Completed,2024-02-12 00:00:00
243,1,62,2024-02-12,Day,485,444,91.5,Completed,2024-02-12 00:00:00
244,2,8,2024-02-12,Night,138,142,102.9,Completed,2024-02-12 00:00:00
245,15,57,2024-02-13,Night,311,278,89.4,In Progress,2024-02-13 00:00:00
246,2,41,2024-02-13,Swing,143,134,93.7,Delayed,2024-02-13 00:00:00
247,18,69,2024-02-13,Swing,336,307,91.4,Completed,2024-02-13 00:00:00
248,2,52,2024-02-13,Day,330,342,103.6,Completed,2024-02-13 00:00:00
249,1,11,2024-02-14,Day,404,396,98.0,Scheduled,2024-02-14 00:00:00
250,10,34,2024-02-14,Swing,345,331,95.9,Scheduled,2024-02-14 00:00:00
251,11,18,2024-02-14,Night,237,225,94.9,In Progress,2024-02-14 00:00:00
252,19,54,2024-02-14,Night,301,280,93.0,Completed,2024-02-14 00:00:00
253,9,57,2024-02-15,Day,268,275,102.6,In Progress,2024-02-15 00:00:00
254,6,47,2024-02-15,Swing,468,491,104.9,Completed,2024-02-15 00:00:00
255,9,61,2024-02-15,Swing,281,269,95.7,Delayed,2024-02-15 00:00:00
256,15,1,2024-02-15,Night,324,292,90.1,Delayed,2024-02-15 00:00:00
257,16,60,2024-02-15,Swing,189,176,93.1,Completed,2024-02-15 00:00:00
258,20,66,2024-02-15,Night,272,235,86.4,Delayed,2024-02-15 00:00:00
259,5,70,2024-02-15,Swing,282,293,103.9,Completed,2024-02-15 00:00:00
260,20,18,2024-02-15,Night,254,242,95.3,Completed,2024-02-15 00:00:00
261,13,33,2024-02-16,Day,401,398,99.3,Scheduled,2024-02-16 00:00:00
262,7,64,2024-02-16,Day,63,53,84.1,Delayed,2024-02-16 00:00:00
263,13,94,2024-02-16,Night,267,228,85.4,Scheduled,2024-02-16 00:00:00
264,7,10,2024-02-16,Night,327,311,95.1,Scheduled,2024-02-16 00:00:00
265,16,74,2024-02-16,Swing,243,221,90.9,Completed,2024-02-16 00:00:00
266,17,25,2024-02-16,Day,123,116,94.3,Completed,2024-02-16 00:00:00
267,12,31,2024-02-17,Swing,118,113,95.8,In Progress,2024-02-17 00:00:00
268,1,11,2024-02-17,Night,92,93,101.1,Delayed,2024-02-17 00:00:00
269,18,88,2024-02-17,Swing,93,97,104.3,Delayed,2024-02-17 00:00:00
270,1,90,2024-02-17,Day,60,57,95.0,Scheduled,2024-02-17 00:00:00
271,13,63,2024-02-17,Day,50,49,98.0,In Progress,2024-02-17 00:00:00
272,4,93,2024-02-18,Day,70,66,94.3,Scheduled,2024-02-18 00:00:00
273,10,29,2024-02-18,Day,473,429,90.7,Scheduled,2024-02-18 00:00:00
274,15,77,2024-02-18,Swing,330,318,96.4,Scheduled,2024-02-18 00:00:00
275,10,53,2024-02-18,Day,408,359,88.0,Completed,2024-02-18 00:00:00
276,19,1,2024-02-19,Day,84,72,85.7,Scheduled,2024-02-19 00:00:00
277,16,72,2024-02-19,Night,76,76,100.0,In Progress,2024-02-19 00:00:00
278,1,48,2024-02-19,Day,64,63,98.4,Completed,2024-02-19 00:00:00
279,19,61,2024-02-19,Day,228,224,98.2,Completed,2024-02-19 00:00:00
280,6,5,2024-02-19,Day,410,404,98.5,Completed,2024-02-19 00:00:00
281,16,47,2024-02-20,Night,138,134,97.1,Delayed,2024-02-20 00:00:00
282,15,87,2024-02-20,Night,292,263,90.1,In Progress,2024-02-20 00:00:00
283,20,55,2024-02-20,Swing,377,337,89.4,Delayed,2024-02-20 00:00:00
284,15,96,2024-02-20,Swing,493,492,99.8,In Progress,2024-02-20 00:00:00
285,12,20,2024-02-20,Swing,475,475,100.0,Delayed,2024-02-20 00:00:00
286,6,8,2024-02-20,Swing,440,439,99.8,Completed,2024-02-20 00:00:00
287,12,100,2024-02-20,Night,257,233,90.7,Completed,2024-02-20 00:00:00
288,12,12,2024-02-20,Day,275,249,90.5,Completed,2024-02-20 00:00:00
289,8,57,2024-02-21,Swing,449,469,104.5,Scheduled,2024-02-21 00:00:00
290,20,58,2024-02-21,Swing,429,413,96.3,Delayed,2024-02-21 00:00:00
291,13,99,2024-02-21,Day,108,107,99.1,Delayed,2024-02-21 00:00:00
292,3,59,2024-02-21,Swing,213,195,91.5,Delayed,2024-02-21 00:00:00
293,12,67,2024-02-21,Swing,386,331,85.8,Delayed,2024-02-21 00:00:00
294,17,11,2024-02-21,Swing,420,389,92.6,In Progress,2024-02-21 00:00:00
295,2,28,2024-02-22,Swing,363,311,85.7,Delayed,2024-02-22 00:00:00
296,2,87,2024-02-22,Swing,255,225,88.2,Scheduled,2024-02-22 00:00:00
297,1,73,2024-02-22,Night,180,162,90.0,Delayed,2024-02-22 00:00:00
298,6,34,2024-02-22,Swing,335,314,93.7,Completed,2024-02-22 00:00:00
299,15,95,2024-02-22,Night,212,186,87.7,Completed,2024-02-22 00:00:00
300,3,89,2024-02-22,Day,99,101,102.0,Delayed,2024-02-22 00:00:00
301,3,69,2024-02-22,Swing,240,242,100.8,Scheduled,2024-02-22 00:00:00
302,20,71,2024-02-23,Night,267,274,102.6,In Progress,2024-02-23 00:00:00
303,6,10,2024-02-23,Day,355,317,89.3,In Progress,2024-02-23 00:00:00
304,4,65,2024-02-23,Night,473,456,96.4,Completed,2024-02-23 00:00:00
305,15,93,2024-02-23,Night,76,77,101.3,Completed,2024-02-23 00:00:00
306,18,2,2024-02-23,Day,383,346,90.3,Completed,2024-02-23 00:00:00
307,14,34,2024-02-23,Day,125,122,97.6,In Progress,2024-02-23 00:00:00
308,16,85,2024-02-23,Day,365,380,104.1,Completed,2024-02-23 00:00:00
309,10,70,2024-02-23,Day,221,225,101.8,Delayed,2024-02-23 00:00:00
310,16,71,2024-02-24,Day,495,508,102.6,Delayed,2024-02-24 00:00:00
311,10,61,2024-02-24,Night,122,127,104.1,In Progress,2024-02-24 00:00:00
312,9,58,2024-02-24,Swing,361,359,99.4,Scheduled,2024-02-24 00:00:00
313,19,32,2024-02-24,Swing,52,47,90.4,Completed,2024-02-24 00:00:00
314,9,88,2024-02-24,Swing,296,294,99.3,Completed,2024-02-24 00:00:00
315,3,59,2024-02-24,Day,91,82,90.1,Scheduled,2024-02-24 00:00:00
316,9,45,2024-02-24,Day,222,212,95.5,Delayed,2024-02-24 00:00:00
317,14,80,2024-02-25,Night,266,249,93.6,Delayed,2024-02-25 00:00:00
318,19,70,2024-02-25,Night,382,371,97.1,Scheduled,2024-02-25 00:00:00
319,9,43,2024-02-25,Night,290,265,91.4,In Progress,2024-02-25 00:00:00
320,3,31,2024-02-25,Swing,281,281,100.0,Completed,2024-02-25 00:00:00
321,5,93,2024-02-26,Night,362,374,103.3,Completed,2024-02-26 00:00:00
322,1,89,2024-02-26,Swing,262,274,104.6,Delayed,2024-02-26 00:00:00
323,15,43,2024-02-26,Night,272,241,88.6,Completed,2024-02-26 00:00:00
324,13,32,2024-02-27,Night,347,309,89.0,Delayed,2024-02-27 00:00:00
325,9,68,2024-02-27,Swing,63,54,85.7,In Progress,2024-02-27 00:00:00
326,14,93,2024-02-27,Night,295,286,96.9,In Progress,2024-02-27 00:00:00
327,3,47,2024-02-27,Swing,258,225,87.2,Delayed,2024-02-27 00:00:00
328,5,90,2024-02-27,Day,461,428,92.8,Completed,2024-02-27 00:00:00
329,14,43,2024-02-27,Night,465,438,94.2,In Progress,2024-02-27 00:00:00
