PACKLIST_ID,LINE_NO,CUSTOMER_ID,ID,PART_ID,SHIPPED_DATE,SHIPPED_QTY,TOTAL_AMT_SHIPPED,UNIT_PRICE,TOTAL_AMT_SHIPPED,NAME,ADDR_1,ADDR_2,ADDR_3,CITY,STATE,COUNTRY,BILL_TO_ADDR_1,BILL_TO_ADDR_2,BILL_TO_ADDR_3
1481532,1,BOE609,002011972,143T8261-7,2026-01-03 00:00:00.000,36.00000000,0.00000000,0.00000000,0.00000000,BOEING SERVICES,THE BOEING COMPANY,BLDG 17-05,NULL,AUBURN,WA,UNITED STATES,THE BOEING COMPANY,BLDG 17-05,NULL
1481588,1,BOE609,002012170,114T1701-12,2026-01-05 00:00:00.000,8.00000000,0.00000000,0.00000000,0.00000000,BOEING SERVICES,THE BOEING COMPANY,BLDG 17-05,NULL,AUBURN,WA,UNITED STATES,THE BOEING COMPANY,BLDG 17-05,NULL
1482054,1,BOE609,002012410,313T2386-9,2026-01-07 00:00:00.000,7.00000000,0.00000000,0.00000000,0.00000000,BOEING SERVICES,THE BOEING COMPANY,BLDG 17-05,NULL,AUBURN,WA,UNITED STATES,THE BOEING COMPANY,BLDG 17-05,NULL
1481214,1,BOE609,002012676,415N4002-42,2025-12-30 00:00:00.000,352.00000000,0.00000000,0.00000000,0.00000000,BOEING SERVICES,THE BOEING COMPANY,BLDG 17-05,NULL,AUBURN,WA,UNITED STATES,THE BOEING COMPANY,BLDG 17-05,NULL
1482663,1,BOE609,002012867,112T8108-509,2026-01-12 00:00:00.000,24.00000000,0.00000000,0.00000000,0.00000000,BOEING SERVICES,THE BOEING COMPANY,BLDG 17-05,NULL,AUBURN,WA,UNITED STATES,THE BOEING COMPANY,BLDG 17-05,NULL
1480387,1,BOE609,002013011,287W1504-319,2025-12-18 00:00:00.000,12.00000000,0.00000000,0.00000000,0.00000000,BOEING SERVICES,THE BOEING COMPANY,BLDG 17-05,NULL,AUBURN,WA,UNITED STATES,THE BOEING COMPANY,BLDG 17-05,NULL
1482787,1,BOE609,002013098,313T2386-9,2026-01-13 00:00:00.000,7.00000000,0.00000000,0.00000000,0.00000000,BOEING SERVICES,THE BOEING COMPANY,BLDG 17-05,NULL,AUBURN,WA,UNITED STATES,THE BOEING COMPANY,BLDG 17-05,NULL
1481173,1,BOE609,002013162,65C30979-3,2025-12-30 00:00:00.000,12.00000000,0.00000000,0.00000000,0.00000000,BOEING SERVICES,THE BOEING COMPANY,BLDG 17-05,NULL,AUBURN,WA,UNITED STATES,THE BOEING COMPANY,BLDG 17-05,NULL
1480812,1,BOE609,002013511,65C30979-4,2025-12-23 00:00:00.000,12.00000000,0.00000000,0.00000000,0.00000000,BOEING SERVICES,THE BOEING COMPANY,BLDG 17-05,NULL,AUBURN,WA,UNITED STATES,THE BOEING COMPANY,BLDG 17-05,NULL
1480380,1,BOE609,002013612,284W8047-101,2025-12-18 00:00:00.000,12.00000000,0.00000000,0.00000000,0.00000000,BOEING SERVICES,THE BOEING COMPANY,BLDG 17-05,NULL,AUBURN,WA,UNITED STATES,THE BOEING COMPANY,BLDG 17-05,NULL
1480238,1,BOE609,002013805,232A4255-47,2025-12-17 00:00:00.000,30.00000000,0.00000000,0.00000000,0.00000000,BOEING SERVICES,THE BOEING COMPANY,BLDG 17-05,NULL,AUBURN,WA,UNITED STATES,THE BOEING COMPANY,BLDG 17-05,NULL
1482562,1,BOE609,002013849,112T8108-523,2026-01-12 00:00:00.000,12.00000000,0.00000000,0.00000000,0.00000000,BOEING SERVICES,THE BOEING COMPANY,BLDG 17-05,NULL,AUBURN,WA,UNITED STATES,THE BOEING COMPANY,BLDG 17-05,NULL
1480661,1,BOE609,002013968,232T2343-6,2025-12-22 00:00:00.000,12.00000000,0.00000000,0.00000000,0.00000000,BOEING SERVICES,THE BOEING COMPANY,BLDG 17-05,NULL,AUBURN,WA,UNITED STATES,THE BOEING COMPANY,BLDG 17-05,NULL
1479993,1,BOE609,002013999,143T0033-2,2025-12-16 00:00:00.000,29.00000000,0.00000000,0.00000000,0.00000000,BOEING SERVICES,THE BOEING COMPANY,BLDG 17-05,NULL,AUBURN,WA,UNITED STATES,THE BOEING COMPANY,BLDG 17-05,NULL
1480923,1,BOE609,002014224,417A8651-6,2025-12-23 00:00:00.000,100.00000000,0.00000000,0.00000000,0.00000000,BOEING SERVICES,THE BOEING COMPANY,BLDG 17-05,NULL,AUBURN,WA,UNITED STATES,THE BOEING COMPANY,BLDG 17-05,NULL
1481246,1,BOE609,002014292,413A4503-1045,2025-12-30 00:00:00.000,10.00000000,0.00000000,0.00000000,0.00000000,BOEING SERVICES,THE BOEING COMPANY,BLDG 17-05,NULL,AUBURN,WA,UNITED STATES,THE BOEING COMPANY,BLDG 17-05,NULL
1480312,1,BOE609,002014362,65C30979-4,2025-12-18 00:00:00.000,12.00000000,0.00000000,0.00000000,0.00000000,BOEING SERVICES,THE BOEING COMPANY,BLDG 17-05,NULL,AUBURN,WA,UNITED STATES,THE BOEING COMPANY,BLDG 17-05,NULL
1480807,1,BOE609,002014363,65C30979-3,2025-12-23 00:00:00.000,12.00000000,0.00000000,0.00000000,0.00000000,BOEING SERVICES,THE BOEING COMPANY,BLDG 17-05,NULL,AUBURN,WA,UNITED STATES,THE BOEING COMPANY,BLDG 17-05,NULL
1481290,1,BOE609,002014484,232A1644-4,2025-12-31 00:00:00.000,30.00000000,0.00000000,0.00000000,0.00000000,BOEING SERVICES,THE BOEING COMPANY,BLDG 17-05,NULL,AUBURN,WA,UNITED STATES,THE BOEING COMPANY,BLDG 17-05,NULL
1481844,1,BOE609,002014865,69-62729-5,2026-01-06 00:00:00.000,300.00000000,0.00000000,0.00000000,0.00000000,BOEING SERVICES,THE BOEING COMPANY,BLDG 17-05,NULL,AUBURN,WA,UNITED STATES,THE BOEING COMPANY,BLDG 17-05,NULL
1479731,1,BOE609,002014887,TS99200-6X21AX,2025-12-15 00:00:00.000,96.00000000,0.00000000,0.00000000,0.00000000,BOEING SERVICES,THE BOEING COMPANY,BLDG 17-05,NULL,AUBURN,WA,UNITED STATES,THE BOEING COMPANY,BLDG 17-05,NULL
1481410,1,BOE609,002015026,343W2513-52,2025-12-31 00:00:00.000,4.00000000,0.00000000,0.00000000,0.00000000,BOEING SERVICES,THE BOEING COMPANY,BLDG 17-05,NULL,AUBURN,WA,UNITED STATES,THE BOEING COMPANY,BLDG 17-05,NULL
1479785,1,BOE609,002015291,143T8009-11,2025-12-15 00:00:00.000,6.00000000,0.00000000,0.00000000,0.00000000,BOEING SERVICES,THE BOEING COMPANY,BLDG 17-05,NULL,AUBURN,WA,UNITED STATES,THE BOEING COMPANY,BLDG 17-05,NULL
1481114,1,BOE609,002015292,479W1704-2,2025-12-30 00:00:00.000,9.00000000,0.00000000,0.00000000,0.00000000,BOEING SERVICES,THE BOEING COMPANY,BLDG 17-05,NULL,AUBURN,WA,UNITED STATES,THE BOEING COMPANY,BLDG 17-05,NULL
1481347,1,BOE609,002015297,143T5004-131,2025-12-31 00:00:00.000,2.00000000,0.00000000,0.00000000,0.00000000,BOEING SERVICES,THE BOEING COMPANY,BLDG 17-05,NULL,AUBURN,WA,UNITED STATES,THE BOEING COMPANY,BLDG 17-05,NULL
1482869,1,BOE609,002015425,413A4503-1045,2026-01-13 00:00:00.000,10.00000000,0.00000000,0.00000000,0.00000000,BOEING SERVICES,THE BOEING COMPANY,BLDG 17-05,NULL,AUBURN,WA,UNITED STATES,THE BOEING COMPANY,BLDG 17-05,NULL
1481351,1,BOE609,002015437,112T8108-517,2025-12-31 00:00:00.000,8.00000000,0.00000000,0.00000000,0.00000000,BOEING SERVICES,THE BOEING COMPANY,BLDG 17-05,NULL,AUBURN,WA,UNITED STATES,THE BOEING COMPANY,BLDG 17-05,NULL
1479836,1,BOE609,002015481,112T8108-504,2025-12-15 00:00:00.000,6.00000000,0.00000000,0.00000000,0.00000000,BOEING SERVICES,THE BOEING COMPANY,BLDG 17-05,NULL,AUBURN,WA,UNITED STATES,THE BOEING COMPANY,BLDG 17-05,NULL
1481962,1,BOE609,002015540,257T4142-1,2026-01-06 00:00:00.000,5.00000000,0.00000000,0.00000000,0.00000000,BOEING SERVICES,THE BOEING COMPANY,BLDG 17-05,NULL,AUBURN,WA,UNITED STATES,THE BOEING COMPANY,BLDG 17-05,NULL
1480470,1,BOE609,002015547,287T1038-13,2025-12-19 00:00:00.000,8.00000000,0.00000000,0.00000000,0.00000000,BOEING SERVICES,THE BOEING COMPANY,BLDG 17-05,NULL,AUBURN,WA,UNITED STATES,THE BOEING COMPANY,BLDG 17-05,NULL
1480667,1,BOE609,002015567,146T3004-5,2025-12-22 00:00:00.000,54.00000000,0.00000000,0.00000000,0.00000000,BOEING SERVICES,THE BOEING COMPANY,BLDG 17-05,NULL,AUBURN,WA,UNITED STATES,THE BOEING COMPANY,BLDG 17-05,NULL
1481478,1,BOE609,002015575,213A3411-2,2026-01-02 00:00:00.000,80.00000000,0.00000000,0.00000000,0.00000000,BOEING SERVICES,THE BOEING COMPANY,BLDG 17-05,NULL,AUBURN,WA,UNITED STATES,THE BOEING COMPANY,BLDG 17-05,NULL
1480015,1,BOE609,002015633,232T8025-1,2025-12-16 00:00:00.000,30.00000000,0.00000000,0.00000000,0.00000000,BOEING SERVICES,THE BOEING COMPANY,BLDG 17-05,NULL,AUBURN,WA,UNITED STATES,THE BOEING COMPANY,BLDG 17-05,NULL
1481520,1,BOE609,002015727,112T8108-521,2026-01-03 00:00:00.000,11.00000000,0.00000000,0.00000000,0.00000000,BOEING SERVICES,THE BOEING COMPANY,BLDG 17-05,NULL,AUBURN,WA,UNITED STATES,THE BOEING COMPANY,BLDG 17-05,NULL
1479939,1,BOE609,002015750,287T1034-983,2025-12-15 00:00:00.000,4.00000000,0.00000000,0.00000000,0.00000000,BOEING SERVICES,THE BOEING COMPANY,BLDG 17-05,NULL,AUBURN,WA,UNITED STATES,THE BOEING COMPANY,BLDG 17-05,NULL
1481048,1,BOE609,002015797,453T7162-57,2025-12-29 00:00:00.000,84.00000000,0.00000000,0.00000000,0.00000000,BOEING SERVICES,THE BOEING COMPANY,BLDG 17-05,NULL,AUBURN,WA,UNITED STATES,THE BOEING COMPANY,BLDG 17-05,NULL
1480367,1,BOE609,002015812,847Z3110-555,2025-12-18 00:00:00.000,50.00000000,0.00000000,0.00000000,0.00000000,BOEING SERVICES,THE BOEING COMPANY,BLDG 17-05,NULL,AUBURN,WA,UNITED STATES,THE BOEING COMPANY,BLDG 17-05,NULL
1481211,1,BOE609,002015820,214T2536-55,2025-12-30 00:00:00.000,105.00000000,0.00000000,0.00000000,0.00000000,BOEING SERVICES,THE BOEING COMPANY,BLDG 17-05,NULL,AUBURN,WA,UNITED STATES,THE BOEING COMPANY,BLDG 17-05,NULL
1480831,1,BOE609,002015834,453A2610-81,2025-12-23 00:00:00.000,4.00000000,0.00000000,0.00000000,0.00000000,BOEING SERVICES,THE BOEING COMPANY,BLDG 17-05,NULL,AUBURN,WA,UNITED STATES,THE BOEING COMPANY,BLDG 17-05,NULL
1482761,1,BOE609,002015838,65C30979-3,2026-01-13 00:00:00.000,12.00000000,0.00000000,0.00000000,0.00000000,BOEING SERVICES,THE BOEING COMPANY,BLDG 17-05,NULL,AUBURN,WA,UNITED STATES,THE BOEING COMPANY,BLDG 17-05,NULL
1480449,1,BOE609,002015839,65C30979-4,2025-12-19 00:00:00.000,12.00000000,0.00000000,0.00000000,0.00000000,BOEING SERVICES,THE BOEING COMPANY,BLDG 17-05,NULL,AUBURN,WA,UNITED STATES,THE BOEING COMPANY,BLDG 17-05,NULL
1480123,1,BOE609,002015884,453A1610-114,2025-12-17 00:00:00.000,4.00000000,0.00000000,0.00000000,0.00000000,BOEING SERVICES,THE BOEING COMPANY,BLDG 17-05,NULL,AUBURN,WA,UNITED STATES,THE BOEING COMPANY,BLDG 17-05,NULL
1481477,1,BOE609,002015885,453A2610-81,2026-01-02 00:00:00.000,4.00000000,0.00000000,0.00000000,0.00000000,BOEING SERVICES,THE BOEING COMPANY,BLDG 17-05,NULL,AUBURN,WA,UNITED STATES,THE BOEING COMPANY,BLDG 17-05,NULL
1482682,1,BOE609,002015993,232A2413-7,2026-01-12 00:00:00.000,10.00000000,0.00000000,0.00000000,0.00000000,BOEING SERVICES,THE BOEING COMPANY,BLDG 17-05,NULL,AUBURN,WA,UNITED STATES,THE BOEING COMPANY,BLDG 17-05,NULL
1480453,1,BOE609,002016047,437W8500-142,2025-12-19 00:00:00.000,12.00000000,0.00000000,0.00000000,0.00000000,BOEING SERVICES,THE BOEING COMPANY,BLDG 17-05,NULL,AUBURN,WA,UNITED STATES,THE BOEING COMPANY,BLDG 17-05,NULL
1481245,1,BOE609,002016070,453A2610-81,2025-12-30 00:00:00.000,4.00000000,0.00000000,0.00000000,0.00000000,BOEING SERVICES,THE BOEING COMPANY,BLDG 17-05,NULL,AUBURN,WA,UNITED STATES,THE BOEING COMPANY,BLDG 17-05,NULL
1480427,1,BOE609,002016160,344T0062-18,2025-12-19 00:00:00.000,12.00000000,0.00000000,0.00000000,0.00000000,BOEING SERVICES,THE BOEING COMPANY,BLDG 17-05,NULL,AUBURN,WA,UNITED STATES,THE BOEING COMPANY,BLDG 17-05,NULL
1482557,1,BOE609,002016172,140W9616-9529A,2026-01-12 00:00:00.000,4.00000000,0.00000000,0.00000000,0.00000000,BOEING SERVICES,THE BOEING COMPANY,BLDG 17-05,NULL,AUBURN,WA,UNITED STATES,THE BOEING COMPANY,BLDG 17-05,NULL
1480606,1,BOE609,002016173,140W9616-990503,2025-12-22 00:00:00.000,6.00000000,0.00000000,0.00000000,0.00000000,BOEING SERVICES,THE BOEING COMPANY,BLDG 17-05,NULL,AUBURN,WA,UNITED STATES,THE BOEING COMPANY,BLDG 17-05,NULL
1482647,1,BOE609,002016175,140W9616-547,2026-01-12 00:00:00.000,3.00000000,0.00000000,0.00000000,0.00000000,BOEING SERVICES,THE BOEING COMPANY,BLDG 17-05,NULL,AUBURN,WA,UNITED STATES,THE BOEING COMPANY,BLDG 17-05,NULL
1481974,1,BOE609,002016178,140W9686-1002,2026-01-06 00:00:00.000,1.00000000,0.00000000,0.00000000,0.00000000,BOEING SERVICES,THE BOEING COMPANY,BLDG 17-05,NULL,AUBURN,WA,UNITED STATES,THE BOEING COMPANY,BLDG 17-05,NULL
1481236,1,BOE609,002016180,140W9686-1004,2025-12-30 00:00:00.000,1.00000000,0.00000000,0.00000000,0.00000000,BOEING SERVICES,THE BOEING COMPANY,BLDG 17-05,NULL,AUBURN,WA,UNITED STATES,THE BOEING COMPANY,BLDG 17-05,NULL
1482885,1,BOE609,002016184,140W9686-1008,2026-01-13 00:00:00.000,1.00000000,0.00000000,0.00000000,0.00000000,BOEING SERVICES,THE BOEING COMPANY,BLDG 17-05,NULL,AUBURN,WA,UNITED STATES,THE BOEING COMPANY,BLDG 17-05,NULL
1481106,1,BOE609,002016187,146W0251-9509,2025-12-30 00:00:00.000,2.00000000,0.00000000,0.00000000,0.00000000,BOEING SERVICES,THE BOEING COMPANY,BLDG 17-05,NULL,AUBURN,WA,UNITED STATES,THE BOEING COMPANY,BLDG 17-05,NULL
1482630,1,BOE609,002016206,143T0033-6,2026-01-12 00:00:00.000,7.00000000,0.00000000,0.00000000,0.00000000,BOEING SERVICES,THE BOEING COMPANY,BLDG 17-05,NULL,AUBURN,WA,UNITED STATES,THE BOEING COMPANY,BLDG 17-05,NULL
1482556,1,BOE609,002016208,146T0040-18,2026-01-12 00:00:00.000,4.00000000,0.00000000,0.00000000,0.00000000,BOEING SERVICES,THE BOEING COMPANY,BLDG 17-05,NULL,AUBURN,WA,UNITED STATES,THE BOEING COMPANY,BLDG 17-05,NULL
